SCHOOL_YEAR	DATA_LEVEL	PUBLIC_OR_INDEPENDENT	DISTRICT_NUMBER	DISTRICT_NAME	SCHOOL_NUMBER	SCHOOL_NAME	EXAM_SUBJECT	GRADE	NUMBER_OF_EXAM_WRITERS	NUMBER_OF_C_MINUS_OR_BETTER	PERCENT_OF_C_MINUS_OR_BETTER
2008/2009	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323051	Mount Boucherie Senior Secondary	Chemistry 12	12	24	24	100
2008/2009	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323059	Okanagan Mission Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323076	Kelowna Secondary	Chemistry 12	12	38	37	97
2008/2009	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727047	Columneetza Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727056	Peter Skene Ogden Secondary	Chemistry 12	12	20	17	85
2008/2009	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727069	Williams Lake Secondary School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	028	Quesnel	02828004	Quesnel Junior School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	028	Quesnel	02828034	Correlieu Secondary School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333012	Chilliwack Secondary	Chemistry 12	12	27	26	96
2008/2009	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333018	Sardis Secondary	Chemistry 12	12	10	10	100
2008/2009	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333043	GW Graham Middle Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	033	Chilliwack	03398003	Fraser Valley Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434022	Abbotsford Collegiate	Chemistry 12	12	12	11	92
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434038	Yale Secondary	Chemistry 12	12	52	52	100
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434041	W J Mouat Secondary	Chemistry 12	12	72	71	99
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434052	Rick Hansen Secondary	Chemistry 12	12	24	23	96
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434054	Robert Bateman Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434061	Abbotsford Traditional Senior Secondary	Chemistry 12	12	27	17	63
2008/2009	SCHOOL LEVEL	BC Public School	034	Abbotsford	03499101	Abbotsford Virtual School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535019	Langley Secondary	Chemistry 12	12	12	10	83
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535020	Aldergrove Community Secondary School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535034	D W Poppy Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535036	Brookswood Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535041	R E Mountain Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535050	Walnut Grove Secondary	Chemistry 12	12	27	27	100
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03535056	Langley Fundamental Middle/Secondary Sch	Chemistry 12	12	15	15	100
2008/2009	SCHOOL LEVEL	BC Public School	035	Langley	03599050	Langley Education Centre	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636000	Continuing Ed SD 36	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636022	Queen Elizabeth Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636028	North Surrey Secondary	Chemistry 12	12	17	17	100
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636041	Lord Tweedsmuir Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636045	Johnston Heights Secondary	Chemistry 12	12	17	17	100
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636047	Guildford Park Secondary	Chemistry 12	12	25	25	100
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636049	Semiahmoo Secondary	Chemistry 12	12	17	13	76
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636079	L A Matheson Secondary	Chemistry 12	12	10	9	90
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636105	Earl Marriott Secondary	Chemistry 12	12	23	21	91
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636106	Frank Hurt Secondary	Chemistry 12	12	23	21	91
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636114	Enver Creek Secondary	Chemistry 12	12	40	40	100
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636141	Fraser Heights Secondary	Chemistry 12	12	29	29	100
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636150	Tamanawis Secondary	Chemistry 12	12	25	24	96
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636156	Elgin Park Secondary	Chemistry 12	12	29	28	97
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636164	Sullivan Heights Secondary	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636167	Fleetwood Park Secondary	Chemistry 12	12	25	24	96
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636175	Clayton Heights Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636232	Panorama Ridge Secondary	Chemistry 12	12	25	22	88
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636246	Princess Margaret Secondary	Chemistry 12	12	64	62	97
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03636248	Kwantlen Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	036	Surrey	03699142	Surrey Connect: A Distributed Learning	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737003	Delta Secondary	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737012	North Delta Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737021	Delview Secondary	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737034	Burnsview Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737037	South Delta Secondary	Chemistry 12	12	21	18	86
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737038	Sands Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03737040	Seaquam Secondary	Chemistry 12	12	20	19	95
2008/2009	SCHOOL LEVEL	BC Public School	037	Delta	03799170	Delta Access	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838000	Continuing Ed SD 38	Chemistry 12	12	14	10	71
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838024	R C Palmer Secondary	Chemistry 12	12	22	22	100
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838031	Hugh Boyd Secondary	Chemistry 12	12	13	13	100
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838033	Hugh McRoberts Secondary	Chemistry 12	12	25	23	92
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838042	J N Burnett Secondary	Chemistry 12	12	115	114	99
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838044	Matthew McNair Secondary	Chemistry 12	12	23	23	100
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838045	Steveston-London Secondary	Chemistry 12	12	83	79	95
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838058	Cambie Secondary	Chemistry 12	12	12	11	92
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838062	Robert Alexander McMath Secondary	Chemistry 12	12	17	15	88
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838064	A.R. MacNeill Secondary	Chemistry 12	12	30	27	90
2008/2009	SCHOOL LEVEL	BC Public School	038	Richmond	03838065	Richmond Secondary	Chemistry 12	12	28	25	89
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939000	Continuing Ed SD 39	Chemistry 12	12	37	27	73
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939001	King George Secondary	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939003	Magee Secondary	Chemistry 12	12	19	18	95
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939004	Britannia Community Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939006	Kitsilano Secondary	Chemistry 12	12	39	38	97
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939007	John Oliver Secondary	Chemistry 12	12	37	26	70
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939008	Lord Byng Secondary	Chemistry 12	12	39	39	100
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939010	Templeton Secondary	Chemistry 12	12	23	18	78
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939011	Vancouver Technical Secondary	Chemistry 12	12	16	16	100
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939012	Point Grey Secondary	Chemistry 12	12	42	41	98
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939014	Gladstone Secondary	Chemistry 12	12	17	17	100
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939015	Sir Winston Churchill Secondary	Chemistry 12	12	26	24	92
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939016	Killarney Secondary	Chemistry 12	12	72	69	96
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939017	Sir Charles Tupper Secondary	Chemistry 12	12	20	19	95
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939018	David Thompson Secondary	Chemistry 12	12	45	44	98
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939019	Prince of Wales Secondary	Chemistry 12	12	32	32	100
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939020	Windermere Community Secondary	Chemistry 12	12	18	17	94
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939022	Eric Hamber Secondary	Chemistry 12	12	74	71	96
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03939024	University Hill Secondary	Chemistry 12	12	20	18	90
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03995051	University Transition Program	Chemistry 12	12	15	15	100
2008/2009	SCHOOL LEVEL	BC Public School	039	Vancouver	03998004	Vancouver Learning Network	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	040	New Westminster	04040000	Continuing Ed SD 40	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	040	New Westminster	04040008	New Westminster Secondary	Chemistry 12	12	96	93	97
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141000	Burnaby Continuing Education	Chemistry 12	12	10	8	80
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141001	Burnaby Central Secondary	Chemistry 12	12	29	26	90
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141002	Burnaby North Secondary	Chemistry 12	12	57	53	93
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141005	Alpha Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141007	Cariboo Hill Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141011	Moscrop Secondary	Chemistry 12	12	55	50	91
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141062	Burnaby South Secondary	Chemistry 12	12	21	21	100
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141063	Burnaby Mountain Secondary	Chemistry 12	12	43	41	95
2008/2009	SCHOOL LEVEL	BC Public School	041	Burnaby	04141068	Byrne Creek Secondary	Chemistry 12	12	17	16	94
2008/2009	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242001	Maple Ridge Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242002	Garibaldi Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242003	Pitt Meadows Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242004	Westview Secondary	Chemistry 12	12	11	10	91
2008/2009	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242038	Thomas Haney Centre	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242045	Samuel Robertson Technical Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343000	Continuing Ed SD 43	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343076	Centennial School	Chemistry 12	12	31	30	97
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343080	Dr. Charles Best Secondary School	Chemistry 12	12	32	29	91
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343088	Port Moody Secondary	Chemistry 12	12	16	13	81
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343125	Gleneagle Secondary School	Chemistry 12	12	41	37	90
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343127	Heritage Woods Secondary	Chemistry 12	12	60	53	88
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343130	Pinetree Secondary School	Chemistry 12	12	88	83	94
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343132	Riverside Secondary	Chemistry 12	12	28	27	96
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343136	Terry Fox Secondary	Chemistry 12	12	25	23	92
2008/2009	SCHOOL LEVEL	BC Public School	043	Coquitlam	04399143	Coquitlam Open Learning 10-12	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444000	Continuing Ed SD 44	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444012	Sutherland Secondary	Chemistry 12	12	57	51	89
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444022	Argyle Secondary	Chemistry 12	12	27	27	100
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444025	Handsworth Secondary School	Chemistry 12	12	16	14	88
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444026	Windsor Secondary	Chemistry 12	12	14	12	86
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444036	Carson Graham Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444047	Seycove Secondary Community	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	044	North Vancouver	04499176	North Vancouver Distributed Learning Sch	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545010	Sentinel Secondary	Chemistry 12	12	17	17	100
2008/2009	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545015	West Vancouver Secondary	Chemistry 12	12	21	19	90
2008/2009	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545081	Rockridge Secondary	Chemistry 12	12	14	13	93
2008/2009	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04646008	Elphinstone Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04646017	Chatelech Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	047	Powell River	04747021	Brooks Secondary	Chemistry 12	12	24	24	100
2008/2009	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848004	Howe Sound Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848021	Pemberton Secondary School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848022	Whistler Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	050	Haida Gwaii	05050012	Queen Charlotte Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	051	Boundary	05112002	Grand Forks Secondary School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	051	Boundary	05113010	Boundary Central Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	052	Prince Rupert	05252009	Prince Rupert Secondary	Chemistry 12	12	20	13	65
2008/2009	SCHOOL LEVEL	BC Public School	052	Prince Rupert	05252018	Charles Hays Secondary	Chemistry 12	12	10	5	50
2008/2009	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05314001	Southern Okanagan Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05314008	Osoyoos Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05316004	Similkameen Elem-Secondary	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454013	Smithers Secondary	Chemistry 12	12	26	23	88
2008/2009	SCHOOL LEVEL	BC Public School	057	Prince George	05757012	Duchess Park Secondary	Chemistry 12	12	10	6	60
2008/2009	SCHOOL LEVEL	BC Public School	057	Prince George	05757036	Prince George Secondary School	Chemistry 12	12	35	33	94
2008/2009	SCHOOL LEVEL	BC Public School	057	Prince George	05757047	Kelly Road Secondary	Chemistry 12	12	43	32	74
2008/2009	SCHOOL LEVEL	BC Public School	057	Prince George	05757074	Valemount Secondary	Chemistry 12	12	14	13	93
2008/2009	SCHOOL LEVEL	BC Public School	057	Prince George	05757100	D P Todd Secondary	Chemistry 12	12	11	9	82
2008/2009	SCHOOL LEVEL	BC Public School	057	Prince George	05757101	College Heights Secondary	Chemistry 12	12	11	10	91
2008/2009	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05817008	Princeton Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05831005	Merritt Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	059	Peace River South	05959008	South Peace Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	059	Peace River South	05959011	Chetwynd Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	059	Peace River South	05999102	South Peace Distributed Learning School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	060	Peace River North	06060015	North Peace Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	060	Peace River North	06060060	Hudson's Hope School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161000	Continuing Ed SD 61	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161018	Victoria High School	Chemistry 12	12	13	12	92
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161024	Oak Bay Secondary	Chemistry 12	12	37	36	97
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161048	Esquimalt High School	Chemistry 12	12	22	22	100
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161049	Mount Douglas Secondary	Chemistry 12	12	101	100	99
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161057	Reynolds Secondary	Chemistry 12	12	22	22	100
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161063	Spectrum Community	Chemistry 12	12	55	46	84
2008/2009	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161064	Lambrick Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	062	Sooke	06262013	Belmont Secondary	Chemistry 12	12	28	28	100
2008/2009	SCHOOL LEVEL	BC Public School	062	Sooke	06262033	Edward Milne Community School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	063	Saanich	06363020	Stelly's Secondary School	Chemistry 12	12	13	12	92
2008/2009	SCHOOL LEVEL	BC Public School	063	Saanich	06363021	Claremont Secondary School	Chemistry 12	12	57	41	72
2008/2009	SCHOOL LEVEL	BC Public School	063	Saanich	06363022	Parkland Secondary School	Chemistry 12	12	27	24	89
2008/2009	SCHOOL LEVEL	BC Public School	063	Saanich	06398007	South Island Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	064	Gulf Islands	06464010	Gulf Islands Secondary	Chemistry 12	12	11	9	82
2008/2009	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715002	Penticton Secondary	Chemistry 12	12	79	75	95
2008/2009	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715008	Princess Margaret Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06777002	Summerland Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868001	Nanaimo District Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868007	Cedar Community Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868010	Dover Bay Secondary	Chemistry 12	12	21	21	100
2008/2009	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868013	Woodlands Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868015	Wellington Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	069	Qualicum	06969014	Kwalikum Secondary	Chemistry 12	12	18	14	78
2008/2009	SCHOOL LEVEL	BC Public School	070	Alberni	07070001	Alberni District Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	070	Alberni	07070005	Ucluelet Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171040	Georges P Vanier Secondary	Chemistry 12	12	22	20	91
2008/2009	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171041	Highland Secondary	Chemistry 12	12	39	39	100
2008/2009	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171054	Mark R. Isfeld Senior Secondary	Chemistry 12	12	21	20	95
2008/2009	SCHOOL LEVEL	BC Public School	072	Campbell River	07272010	Carihi Secondary	Chemistry 12	12	32	31	97
2008/2009	SCHOOL LEVEL	BC Public School	072	Campbell River	07272012	Timberline Secondary School	Chemistry 12	12	19	18	95
2008/2009	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324012	South Kamloops Secondary	Chemistry 12	12	13	13	100
2008/2009	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324043	Brocklehurst Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324045	Valleyview Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324055	Westsyde Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324057	Sa-hali Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07399103	@ KOOL	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	074	Gold Trail	07429015	Lillooet Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	074	Gold Trail	07499134	Gold Trail Distributed Learning Program	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	075	Mission	07575014	Mission Secondary	Chemistry 12	12	20	20	100
2008/2009	SCHOOL LEVEL	BC Public School	075	Mission	07575022	Hatzic Secondary School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	075	Mission	07575033	Heritage Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	078	Fraser-Cascade	07832003	Hope Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965009	Cowichan Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965033	Chemainus Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965039	Frances Kelsey Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08280002	Mount Elizabeth Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08288006	Hazelton Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08288024	Caledonia Sr Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08321004	Pleasant Valley Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08383035	Salmon Arm Secondary	Chemistry 12	12	61	48	79
2008/2009	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08389002	A L Fortune Secondary	Chemistry 12	12	Msk	Msk	Msk
